user.id,timestamp,calories,cost,healthy_level,ingredients,name,protein,salty_sweet,snack_image,sodium,sugar,when,why
ids-1,2023-09-18 08:45:34,140,$0 to < $1,4,16,kit kat,5,Sweet,SKIPPED,15,15,afternoon,energy
ids-1,2023-09-15 13:51:35,150,$0 to < $1,4,20,chips,2,Salty,SKIPPED,210,1,afternoon,hungry/thirsty
ids-1,2023-09-15 13:46:49,250,$1 to < $3,3,3,penut butter and jelly,15,Sweet,SKIPPED,3,3,afternoon,craving
ids-1,2023-09-15 10:40:23,220,$1 to < $3,2,15,snicker,4,Sweet,SKIPPED,150,25,night,hungry/thirsty
ids-2,2023-09-01 13:52:57,149,$3 to < $7,4,12,whole milk,8,Sweet,SKIPPED,107,12,morning,hungry/thirsty
ids-2,2023-09-01 13:50:23,200,$3 to < $7,3,8,swaggerty farms sausage,11,Salty,SKIPPED,480,0,morning,hungry/thirsty
ids-2,2023-09-01 13:42:16,70,$3 to < $7,4,8,Eggs,6,Salty,SKIPPED,65,0,morning,hungry/thirsty
ids-2,2023-09-01 13:40:50,23,$3 to < $7,2,9,Pancakes,0.9,Salty,SKIPPED,57,0,morning,hungry/thirsty
ids-2,2023-09-01 13:38:12,82,$3 to < $7,3,12,Bacon,6,Salty,SKIPPED,220,0,morning,hungry/thirsty
ids-2,2023-09-01 13:35:01,30,$3 to < $7,4,10,Croutons,1,Salty,SKIPPED,70,0,morning,availability
ids-2,2023-09-01 13:33:30,170,$3 to < $7,4,12,Mr beast bar,2,Sweet,SKIPPED,25,13,afternoon,availability
ids-2,2023-09-01 13:31:26,270,$3 to < $7,2,11,Brownies,2,Sweet,SKIPPED,170,23,afternoon,availability
ids-2,2023-09-01 13:29:27,90,$3 to < $7,3,8,Madaline Cookies,1,Sweet,SKIPPED,40,6,afternoon,craving
ids-2,2023-09-01 13:27:57,160,$3 to < $7,3,7,Hot cheeto puffs,1,Salty,SKIPPED,310,0,afternoon,craving
ids-3,2023-08-31 14:49:21,268,$3 to < $7,3,15,donuts ,4,Sweet,SKIPPED,18,15,afternoon,craving
ids-3,2023-08-30 17:42:18,170,$1 to < $3,3,18,mr beast chocolate bar ,2,Sweet,SKIPPED,25,13,afternoon,craving
ids-3,2023-08-30 17:39:54,160,$3 to < $7,2,20,hot Cheetos,1,Salty,SKIPPED,310,0,afternoon,availability
ids-3,2023-08-30 17:37:07,90,$1 to < $3,3,15,madilane cookies ,1,Sweet,SKIPPED,40,6,afternoon,craving
ids-3,2023-08-30 17:31:49,270,$1 to < $3,2,18,cosmic brownies ,2,Sweet,SKIPPED,170,23,afternoon,hungry/thirsty
ids-4,2023-08-28 22:48:53,150,$3 to < $7,3,5,oatmeal,5,Sweet,ef18fc8f-0040-4965-9c57-5031206a7067,0,1,afternoon,energy
ids-4,2023-08-28 22:45:26,128,$1 to < $3,3,0,banana,6.9,Sweet,66df088d-6a5a-4bb5-973f-ddb5206a7067,10,4.1,afternoon,energy
ids-4,2023-08-28 22:42:51,24,$1 to < $3,2,6,nutella,0.7,Sweet,cba46269-129f-4942-a71e-67ea206a7067,1,1.6,afternoon,energy
ids-4,2023-08-28 22:32:46,160,$3 to < $7,3,37,oreo,1,Sweet,ba9c817b-ac95-4a36-8201-df94206a7067,6,14,evening,energy
ids-4,2023-08-28 22:29:28,210,$1 to < $3,2,27,cheez it,5,Salty,257d6de8-26e6-418c-b442-ad27206a7067,14,0,evening,energy
ids-4,2023-08-28 22:26:06,45,$3 to < $7,3,0,strawberries,2,Sweet,4cb7a55f-91d4-45fe-9db8-0007206a7067,0,7,morning,energy
ids-4,2023-08-28 22:23:28,140,$1 to < $3,2,12,goldfish,3,Salty,3536737b-48bf-4f61-b3b9-beb2206a7067,11,0,night,energy
ids-4,2023-08-28 22:05:09,140,$1 to < $3,2,30,kit kat,2,Sweet,58b4fb4f-200d-46b4-acc9-5b60206a7067,20,40,evening,craving
ids-5,2023-08-28 09:21:38,230,$3 to < $7,1,15,honeybun,3,Sweet,SKIPPED,190,15,afternoon,craving
ids-5,2023-08-28 09:18:23,300,$3 to < $7,2,29,uncrustables,9,Sweet,SKIPPED,280,15,morning,hungry/thirsty
ids-5,2023-08-28 09:14:41,140,$3 to < $7,2,19,cheerios,5,Sweet,SKIPPED,190,2,morning,hungry/thirsty
ids-6,2023-08-28 09:12:53,105,$3 to < $7,4,10,cereal,2.5,Sweet,SKIPPED,0,9,morning,energy
ids-5,2023-08-28 09:09:27,160,$1 to < $3,2,13,Lays potato chips,2,Salty,SKIPPED,17,0,afternoon,craving
ids-5,2023-08-28 09:06:47,373,$3 to < $7,2,13,french fries,5.7,Salty,SKIPPED,306.2,0,afternoon,hungry/thirsty
ids-5,2023-08-28 09:04:59,140,$1 to < $3,1,19,takis,2,Salty,SKIPPED,410,0,night,craving
ids-5,2023-08-28 09:02:33,95,$0 to < $1,5,25,Apple,1,Sweet,SKIPPED,0,0,afternoon,energy
ids-7,2023-08-25 18:27:40,150,$1 to < $3,3,7,Granola Bar with almonds,2,Salty,b27eb641-a595-4771-979e-04a8206a7067,90,9,evening,energy
ids-8,2023-08-25 14:40:38,140,$3 to < $7,4,2,Bananachips,0,Sweet,SKIPPED,0,0,morning,hungry/thirsty
ids-9,2023-08-25 18:02:55,50,$1 to < $3,5,1,peach,1,Sweet,SKIPPED,0,13,evening,energy
ids-9,2023-08-25 18:01:09,160,$3 to < $7,1,6,oreos,1,Sweet,SKIPPED,135,14,night,craving
ids-9,2023-08-25 09:38:38,80,$1 to < $3,5,1,orange,11,Sweet,SKIPPED,28,12,evening,craving
ids-9,2023-08-25 09:37:04,70,$1 to < $3,1,3,crackers ,5,Salty,SKIPPED,23,18,night,availability
ids-9,2023-08-25 09:28:49,58,$3 to < $7,2,5,sandwich,13,Sweet,SKIPPED,86,10,evening,energy
ids-9,2023-08-25 09:28:01,5,$1 to < $3,5,1,orange,4,Sweet,SKIPPED,5,32,morning,hungry/thirsty
ids-9,2023-08-25 09:27:07,307,$1 to < $3,1,5,ice cream,1,Sweet,SKIPPED,51,50,evening,availability
ids-9,2023-08-25 09:26:24,80,$1 to < $3,5,1,apple,5,Sweet,SKIPPED,32,23,morning,energy
ids-9,2023-08-25 09:25:46,290,$1 to < $3,2,4,granola bar ,13,Sweet,SKIPPED,209,5,morning,craving
ids-9,2023-08-25 09:25:11,90,$0 to < $1,5,1,peach ,2,Sweet,SKIPPED,11,1,night,craving
ids-10,2023-08-25 09:22:55,150,$1 to < $3,2,11,"cool ranch doritos
",0,Salty,SKIPPED,190,1,afternoon,craving
ids-10,2023-08-25 09:21:07,70,$1 to < $3,2,16,Welch's fruit n yogurt snacks,0,Sweet,SKIPPED,35,12,afternoon,availability
ids-11,2023-08-25 09:19:15,100,$1 to < $3,1,8,fruit snakcs ,0,Sweet,SKIPPED,56,6,morning,availability
ids-12,2023-08-25 08:45:53,140,$3 to < $7,3,18,Tim's jalapeno chips,2,Salty,22d9d51c-779e-4992-b18a-2f12206a7067,220,0,night,craving
ids-13,2023-08-25 08:44:07,70,$1 to < $3,3,15,air head,0,Sweet,SKIPPED,0,18,evening,craving
ids-12,2023-08-25 08:43:16,90,$1 to < $3,1,16,skittle gummies,0,Sweet,65f95c5a-5dbb-4678-a695-c580206a7067,0,18,night,craving
ids-6,2023-08-25 08:42:45,120,$3 to < $7,4,7,cereal,8,Sweet,SKIPPED,23,7,morning,hungry/thirsty
ids-14,2023-08-25 08:41:12,90,$3 to < $7,2,28,beef jerky,10,Salty,SKIPPED,390,9,night,craving
ids-15,2023-08-25 08:40:33,200,$1 to < $3,2,5,Gold Fish,5,Salty,SKIPPED,360,0,evening,social
ids-12,2023-08-25 08:40:01,123,$7 or more,3,6,white rice ,2.9,Salty,9a74a854-8e49-48c4-8bc4-9833206a7067,0,0,afternoon,social
ids-16,2023-08-25 08:39:37,130,$3 to < $7,3,13,sea salt veggie straws,1,Salty,SKIPPED,220,1,evening,other
ids-14,2023-08-25 08:39:17,160,$1 to < $3,5,32,rice crispy,2,Sweet,SKIPPED,140,11,afternoon,availability
ids-17,2023-08-25 08:39:11,71,$0 to < $1,2,6,toast ,2.72,Salty,SKIPPED,121,1.56,morning,energy
ids-18,2023-08-25 08:38:37,210,$1 to < $3,2,10,hershey almond ,4,Sweet,SKIPPED,25,19,evening,craving
ids-19,2023-08-25 08:38:25,300,$7 or more,2,14,lo,4,Salty,SKIPPED,120,50,evening,social
ids-20,2023-08-25 08:38:19,130,$1 to < $3,2,15,Airheads,0,Sweet,SKIPPED,5,21,night,energy
ids-21,2023-08-25 08:38:01,160,$1 to < $3,2,13,oreos,1,Sweet,SKIPPED,135,14,morning,availability
ids-22,2023-08-25 08:37:32,170,$7 or more,2,8,pop tarts,2,Sweet,SKIPPED,115,14,afternoon,hungry/thirsty
ids-23,2023-08-25 08:37:16,190,$3 to < $7,3,12,Gatorade,0,Sweet,7e504af1-a575-41be-b5ab-188b206a7067,160,21,morning,availability
ids-24,2023-08-25 08:37:14,190,$1 to < $3,3,3,Gatorade ,0,Sweet,SKIPPED,160,21,morning,energy
ids-13,2023-08-25 08:37:04,60,$0 to < $1,3,5,tootsie roll pop,0,Sweet,SKIPPED,0,11,evening,craving
ids-20,2023-08-25 08:36:34,80,$3 to < $7,2,20,Gushers,0,Sweet,SKIPPED,45,10,evening,other
ids-25,2023-08-25 08:36:14,190,$3 to < $7,4,12,oatmeal,5,Sweet,SKIPPED,0,1,morning,hungry/thirsty
ids-14,2023-08-25 08:36:12,140,$3 to < $7,3,26,gold fish,3,Salty,SKIPPED,250,0,afternoon,availability
ids-2,2023-08-25 08:35:54,90,$3 to < $7,3,7,fruit snacks,1,Sweet,SKIPPED,25,13,morning,availability
ids-7,2023-08-25 08:35:40,270,$1 to < $3,1,18,Cosmic Brownie,2,Sweet,ec1659b8-ccb0-4609-9cce-61ce206a7067,170,23,morning,craving
ids-26,2023-08-25 08:35:31,160,$1 to < $3,3,7,cheese puffs,1,Sweet,SKIPPED,310,0,evening,availability
ids-14,2023-08-25 08:34:15,200,$3 to < $7,3,28,dino chicken nuggets,10,Salty,SKIPPED,390,0,evening,availability
ids-13,2023-08-25 08:33:46,80,$1 to < $3,3,23,Welch's fruit snack,1,Sweet,SKIPPED,20,9,evening,craving
ids-22,2023-08-25 08:33:34,200,$3 to < $7,1,7,Pocky Sticks Chocolate ,7,Sweet,SKIPPED,135,20,afternoon,hungry/thirsty
ids-20,2023-08-25 08:32:10,130,$1 to < $3,2,35,Baked Hot Cheetos,2,Salty,SKIPPED,230,1,evening,craving
ids-11,2023-08-25 07:24:19,20,$1 to < $3,5,0,apple,0,Sweet,SKIPPED,0,0,morning,availability
ids-11,2023-08-25 07:23:32,30,$3 to < $7,1,2,coffee,0,Sweet,SKIPPED,0,4,morning,availability
ids-11,2023-08-25 07:22:31,0,$1 to < $3,5,0,blueberry,0,Sweet,SKIPPED,0,0,morning,availability
ids-11,2023-08-25 07:19:01,2,$1 to < $3,5,0,strawberry,0,Sweet,SKIPPED,0,0,morning,availability
ids-10,2023-08-24 22:39:05,70,$1 to < $3,3,12,welch's strawberry fruit snacks,0,Sweet,SKIPPED,20,10,morning,availability
ids-10,2023-08-24 22:35:56,90,$1 to < $3,3,11,welch's mixed fruit,1,Sweet,SKIPPED,25,13,afternoon,energy
ids-10,2023-08-24 22:32:50,70,$0 to < $1,3,11,welch's mixed berry fruit snacks ,1,Sweet,SKIPPED,20,10,night,hungry/thirsty
ids-10,2023-08-24 22:31:02,70,$1 to < $3,3,12,welch's island fruit snacks,0,Sweet,SKIPPED,40,8,evening,emotional
ids-10,2023-08-24 22:05:28,249,$3 to < $7,2,11,Kraft Mac & Cheese ,8,Salty,SKIPPED,580,6,evening,availability
ids-10,2023-08-24 21:51:39,150,$1 to < $3,2,14,lays kettle cooked jalepeno chips ,2,Salty,SKIPPED,125,1,afternoon,craving
ids-10,2023-08-24 21:45:38,120,$1 to < $3,1,12,soup punch twists,1,Sweet,SKIPPED,5,14,afternoon,craving
ids-10,2023-08-24 21:39:33,160,$1 to < $3,2,5,lays potato chips ,2,Salty,SKIPPED,170,1,evening,availability
ids-27,2023-08-24 21:22:10,211,$1 to < $3,4,10,protein bar ,20,Sweet,6eba337e-ab4b-4ebb-b764-3cb1206a7067,115,12,morning,availability
ids-27,2023-08-24 21:19:42,700,$3 to < $7,1,4,oreo shake,12,Sweet,b01ff5ca-f6d0-4d76-a2e5-4a7b206a7067,361,74,night,social
ids-27,2023-08-24 21:16:21,410,$3 to < $7,3,18,nuggets ,26,Salty,b8304808-9cf8-49b9-b1be-40ae206a7067,730,0,afternoon,craving
ids-7,2023-08-24 18:57:15,410,$1 to < $3,1,6,Chocolate Covered Donut,3,Sweet,b08f22c8-ef5b-4b90-8ea9-557f206a7067,270,27,morning,availability
ids-7,2023-08-24 18:49:42,370,$1 to < $3,1,16,Strawberry Poptart,3,Sweet,3466b960-ae17-44c9-9105-a429206a7067,320,30,morning,availability
ids-7,2023-08-24 18:43:36,190,$1 to < $3,1,13,Ramen,4,Salty,322502e9-07ec-476b-b314-029a206a7067,760,1,evening,craving
ids-3,2023-08-24 14:45:06,448,$3 to < $7,5,3,yogurt,12,Sweet,SKIPPED,4,17,evening,availability
ids-3,2023-08-24 14:40:03,365,$3 to < $7,3,8,cheeseburger ,17,Salty,SKIPPED,630,6.01,afternoon,hungry/thirsty
ids-10,2023-08-24 08:43:56,190,$1 to < $3,4,10,honey & oats granola bar ,3,Sweet,SKIPPED,140,11,afternoon,craving
ids-15,2023-08-24 08:43:03,140,$1 to < $3,2,4,Cucumber Lime Gatorade ,0,Sweet,SKIPPED,270,34,evening,hungry/thirsty
ids-28,2023-08-24 08:42:54,110,$1 to < $3,2,10,Rips,0.5,Sweet,SKIPPED,3,18,afternoon,energy
ids-29,2023-08-24 08:42:31,210,$1 to < $3,3,14,Lenny & Larry's® The Complete Plant-Based Protein Chocolate Chip Cookie,8,Sweet,86bdca0e-850d-4b17-9994-9455206a7067,115,12,morning,energy
ids-23,2023-08-24 08:42:27,110,$1 to < $3,4,14,skittles ,0,Sweet,782d3d3b-c7ac-4a25-bb84-dfbb206a7067,5,25,evening,craving
ids-13,2023-08-24 08:42:21,170,$1 to < $3,4,23,small bag of hot Cheetos ,1,Salty,SKIPPED,250,0,evening,craving
ids-7,2023-08-24 08:42:20,110,$1 to < $3,3,13,Sour Patch kids,0,Sweet,80c5c0c0-bb11-4692-abca-90a6206a7067,25,24,morning,availability
ids-24,2023-08-24 08:42:09,150,$7 or more,2,9,pretzel ,4,Salty,SKIPPED,180,3,evening,craving
ids-27,2023-08-24 08:42:08,65,$1 to < $3,2,3,French Fries ,2,Salty,7878dbcf-f05d-4209-bbd3-c740206a7067,15,5,evening,hungry/thirsty
ids-30,2023-08-24 08:42:03,221,$1 to < $3,3,18,Hot Chocolate ,9.4,Sweet,SKIPPED,180,32.8,night,craving
ids-11,2023-08-24 08:41:49,50,$1 to < $3,5,0,plum ,0,Sweet,SKIPPED,0,0,morning,availability
ids-12,2023-08-24 08:41:44,186,$1 to < $3,1,5,hotdog,7,Salty,4d0631bf-3dcc-4761-a5ad-206b206a7067,0,1,afternoon,craving
ids-20,2023-08-24 08:41:39,90,$3 to < $7,3,20,Black Forest Gummy Bears,2,Sweet,SKIPPED,25,15,night,other
ids-6,2023-08-24 08:41:37,72,$3 to < $7,3,12,cereal,8,Sweet,SKIPPED,190,7,morning,craving
ids-19,2023-08-24 08:41:19,80,$3 to < $7,5,1,sardines,34,Salty,SKIPPED,90,0,evening,craving
ids-16,2023-08-24 08:41:00,118,$1 to < $3,3,30,fruit loops without milk,1.1,Sweet,SKIPPED,120,12.9,morning,availability
ids-25,2023-08-24 08:40:55,95,$1 to < $3,5,6,apple ,1,Sweet,SKIPPED,0,19,night,availability
ids-31,2023-08-24 08:40:45,280,$1 to < $3,2,22,Snickers ,4,Sweet,SKIPPED,140,30,evening,other
ids-18,2023-08-24 08:40:43,90,$1 to < $3,4,1,great value greek yogurt ,15,Sweet,SKIPPED,45,6,night,craving
ids-15,2023-08-24 08:40:41,120,$1 to < $3,1,6,Air Heads Strips,1,Sweet,SKIPPED,10,19,night,social
ids-32,2023-08-24 08:40:38,290,$1 to < $3,3,40,Cup noodles chicken,6,Salty,SKIPPED,1070,2,morning,energy
ids-23,2023-08-24 08:40:01,130,$1 to < $3,3,12,Gram Cracker,2,Sweet,8d0beaba-4495-473f-91f6-db04206a7067,160,8,morning,availability
ids-21,2023-08-24 08:40:00,140,$1 to < $3,2,17,zambos,1,Salty,SKIPPED,310,1,evening,craving
ids-7,2023-08-24 08:39:33,170,$1 to < $3,2,24,Oatmeal creme pie,2,Sweet,e0b8cae7-c15e-4e0c-a28d-64ed206a7067,125,17,morning,craving
ids-3,2023-08-24 08:39:23,260,$1 to < $3,3,19,oreo cakesters ,2,Sweet,SKIPPED,220,21,afternoon,craving
ids-25,2023-08-24 08:39:11,158,$3 to < $7,5,12,oatmeal ,4,Sweet,SKIPPED,203,16,evening,hungry/thirsty
ids-15,2023-08-24 08:39:08,140,$1 to < $3,2,5,Gold Fish,4,Sweet,SKIPPED,260,0,evening,availability
ids-2,2023-08-24 08:38:44,80,$3 to < $7,3,6,fruit snacks,1,Sweet,SKIPPED,20,11,morning,availability
ids-18,2023-08-24 08:38:35,60,$3 to < $7,3,10,chobani zero sugar greek yogurt ,11,Sweet,SKIPPED,65,0,afternoon,availability
ids-13,2023-08-24 08:38:15,210,$1 to < $3,5,20,kit kat bar ,3,Sweet,SKIPPED,30,21,evening,craving
ids-19,2023-08-24 08:38:07,12,$1 to < $3,3,12,hola,14,Salty,SKIPPED,189,12,afternoon,craving
ids-21,2023-08-24 08:37:59,190,$1 to < $3,3,13,nature valley ,4,Salty,SKIPPED,160,12,afternoon,energy
ids-20,2023-08-24 08:37:47,210,$1 to < $3,1,32,Cheez-itz,4,Salty,SKIPPED,320,0,evening,craving
ids-32,2023-08-24 08:37:46,80,$1 to < $3,4,17,Jack links teriyaki beef jerky,11,Salty,283c436b-fc9b-4e77-bb0f-eb0e206a7067,550,6,evening,hungry/thirsty
ids-23,2023-08-24 08:37:03,160,$3 to < $7,5,16,Oreo ,1,Sweet,78d630b5-54ba-4453-85ba-713a206a7067,130,14,afternoon,craving
ids-26,2023-08-24 08:36:27,160,$1 to < $3,3,4,act 2 popcorn,3,Salty,SKIPPED,290,0,evening,availability
ids-32,2023-08-24 08:36:21,80,$1 to < $3,4,17,Jack links teriyaki beef jerky,11,Salty,6b6dffe1-1427-4c8c-83e9-85cb206a7067,550,6,evening,hungry/thirsty
ids-18,2023-08-24 08:36:19,90,$1 to < $3,3,10,Life savers collision ,1,Sweet,SKIPPED,0,18,afternoon,craving
ids-22,2023-08-24 08:36:04,140,$3 to < $7,3,8,ZBar chocolate chip ,2,Sweet,SKIPPED,105,10,afternoon,hungry/thirsty
ids-14,2023-08-24 08:35:54,160,$1 to < $3,3,23,lays potato chips,2,Salty,SKIPPED,170,1,evening,availability
ids-21,2023-08-24 08:35:28,35,$1 to < $3,3,12,electrolyte,0,Salty,SKIPPED,370,9,morning,craving
ids-30,2023-08-24 08:35:22,150,$1 to < $3,2,16,Lays barbecue chips ,2,Salty,SKIPPED,105,2,afternoon,craving
ids-29,2023-08-24 08:34:55,400,$1 to < $3,2,15,reeses penut butter cups ,5,Sweet,fa25aaad-b129-4411-a0f4-f50a206a7067,140,25,afternoon,craving
ids-2,2023-08-23 18:18:53,140,$1 to < $3,2,8,coca-cola can,0,Sweet,SKIPPED,45,39,afternoon,availability
ids-2,2023-08-23 18:16:19,420,$3 to < $7,3,10,hot and spicy ramen fiery beef,10,Salty,SKIPPED,1310,4,night,craving
ids-2,2023-08-23 18:13:31,117,$3 to < $7,2,6,sour strips,1,Sweet,SKIPPED,5,20,morning,availability
ids-2,2023-08-23 18:09:34,140,$3 to < $7,2,15,Goldfish flavor blasted,4,Salty,SKIPPED,260,0,afternoon,availability
ids-3,2023-08-23 14:49:31,361,$0 to < $1,3,5,sandwich ,19.3,Sweet,SKIPPED,5,5.1,evening,hungry/thirsty
ids-3,2023-08-23 14:46:39,105,$0 to < $1,5,0,banana ,1.3,Sweet,SKIPPED,1,14,morning,availability
ids-3,2023-08-23 14:44:30,81,$1 to < $3,4,17,crackers,1.1,Salty,SKIPPED,120,1.2,evening,availability
ids-3,2023-08-23 14:41:35,203,$3 to < $7,4,5,chicken wings ,30.5,Salty,SKIPPED,20,0,evening,hungry/thirsty
ids-3,2023-08-23 14:38:15,269,$1 to < $3,2,15,target doughnuts ,4,Sweet,SKIPPED,10,15,afternoon,craving
ids-18,2023-08-23 09:08:28,260,$1 to < $3,3,14,turkey and cheddar lunchable ,13,Salty,SKIPPED,740,4,afternoon,craving
ids-18,2023-08-23 09:06:42,190,$1 to < $3,3,5,kirkland popcorn ,3,Salty,SKIPPED,330,0,night,craving
ids-7,2023-08-23 08:35:58,140,$1 to < $3,1,6,Sprite,0,Sweet,9fd32426-edbb-4602-bb7a-73a4206a7067,65,38,morning,hungry/thirsty
ids-30,2023-08-23 08:35:57,160,$1 to < $3,3,24,Cheetos cheddar jalapeño ,2,Salty,SKIPPED,290,1,evening,hungry/thirsty
ids-20,2023-08-23 08:35:15,95,$1 to < $3,5,1,Green Apple,0.5,Sweet,SKIPPED,2,19,morning,availability
ids-16,2023-08-23 08:33:48,100,$1 to < $3,3,32,Quaker Chewy Chocolate Chip Granola Bars,1,Sweet,SKIPPED,70,7,morning,availability
ids-30,2023-08-23 08:33:14,190,$1 to < $3,3,11,Granola bar ,4,Sweet,SKIPPED,160,12,afternoon,hungry/thirsty
ids-22,2023-08-23 08:30:22,60,$3 to < $7,4,5,Bear fruit rolls,0,Sweet,SKIPPED,0,8,afternoon,hungry/thirsty
ids-24,2023-08-23 08:29:50,50,$1 to < $3,4,4,Gatorade ,0,Sweet,SKIPPED,110.2,14,night,energy
ids-29,2023-08-23 08:29:35,250,$1 to < $3,1,7,skittles,0,Sweet,dbd10ce3-2638-4757-a0d1-92eb206a7067,20,45,afternoon,craving
ids-10,2023-08-22 20:31:28,140,$3 to < $7,1,15,reeses pieces,3,Sweet,SKIPPED,35,16,afternoon,craving
ids-10,2023-08-22 20:21:29,150,$3 to < $7,3,21,Cheeze itz,3,Salty,SKIPPED,230,0,afternoon,craving
ids-10,2023-08-22 20:16:46,140,$3 to < $7,3,21,goldfish,3,Salty,SKIPPED,250,0,afternoon,craving
ids-10,2023-08-22 19:47:25,170,$1 to < $3,1,11,Cookies & Creme chocolate bar ,1,Sweet,SKIPPED,55,16,evening,hungry/thirsty
ids-10,2023-08-22 18:37:38,430,$3 to < $7,1,17,red baron personal pepperoni pizza,15,Salty,SKIPPED,1010,11,evening,hungry/thirsty
ids-10,2023-08-22 18:31:28,110,$1 to < $3,5,5,banana ,1,Sweet,SKIPPED,1,15,evening,craving
ids-21,2023-08-22 09:43:54,160,$1 to < $3,2,20,extreme hot cheetos,2,Salty,SKIPPED,230,0,evening,craving
ids-21,2023-08-22 09:40:34,160,$1 to < $3,3,13,oreos,1,Sweet,SKIPPED,135,14,evening,availability
ids-21,2023-08-22 09:38:28,190,$1 to < $3,3,11,nature valley granola bar,4,Salty,SKIPPED,160,12,afternoon,energy
ids-14,2023-08-22 08:49:26,180,$3 to < $7,5,38,takis,2,Salty,SKIPPED,410,1,evening,availability
ids-28,2023-08-22 08:48:52,346,$1 to < $3,4,5,Bagel,13.8,Sweet,SKIPPED,553,11,morning,energy
ids-33,2023-08-22 08:48:36,280,$3 to < $7,1,21,Crunchy Cheddar Jalapeno Cheetos,3,Salty,SKIPPED,410,1,evening,hungry/thirsty
ids-13,2023-08-22 08:46:45,269,$1 to < $3,2,6,donut,4,Sweet,SKIPPED,150,15,evening,craving
ids-18,2023-08-22 08:44:55,90,$1 to < $3,2,10,quaker chewy s'more,1,Sweet,SKIPPED,75,8,night,availability
ids-19,2023-08-22 08:44:34,1,$3 to < $7,5,4,bannnaaa,2,Sweet,SKIPPED,10,0,afternoon,availability
ids-19,2023-08-22 08:43:30,100,$1 to < $3,3,20,chewy,1,Sweet,SKIPPED,75,8,evening,emotional
ids-31,2023-08-22 08:42:52,210,$1 to < $3,2,12,Hershey´s Chocolate ,4,Sweet,SKIPPED,30,20,evening,other
ids-13,2023-08-22 08:42:14,195,$1 to < $3,3,2,avocado toast ,5,Salty,SKIPPED,150,1,evening,hungry/thirsty
ids-17,2023-08-22 08:41:18,142,$1 to < $3,2,8,cookies ,1.7,Sweet,SKIPPED,5,4.3,evening,craving
ids-7,2023-08-22 08:40:44,140,$1 to < $3,1,11,Gatorade,0,Sweet,2f5ac01b-f41f-4c54-96db-148f206a7067,270,34,morning,hungry/thirsty
ids-4,2023-08-22 08:40:17,135,$3 to < $7,3,6,chocolate,2,Sweet,77c97eb3-2aec-4b65-b084-231c206a7067,0,7,afternoon,energy
ids-15,2023-08-22 08:39:22,150,$1 to < $3,3,3,Dark Chocolate covered almonds,3,Sweet,SKIPPED,0,7,evening,energy
ids-29,2023-08-22 08:38:56,90,$1 to < $3,2,16,quaker chewy smores ,1,Sweet,45b42c65-fff8-4422-86c6-d9cd206a7067,75,8,morning,energy
